2018-07-02 19:21:34.030343: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:898] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2018-07-02 19:21:34.030746: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties: 
name: Tesla K80 major: 3 minor: 7 memoryClockRate(GHz): 0.8235
pciBusID: 0000:00:1e.0
totalMemory: 11.17GiB freeMemory: 11.10GiB
2018-07-02 19:21:34.030777: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0
2018-07-02 19:21:34.297552: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-07-02 19:21:34.297603: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0 
2018-07-02 19:21:34.297616: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N 
2018-07-02 19:21:34.297921: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10763 MB memory) -> physical GPU (device: 0, name: Tesla K80, pci bus id: 0000:00:1e.0, compute capability: 3.7)
[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
episode: 0/2500, score: 80, e: 0.95, reward: -170.80563969759135, runningAvg: -1000
episode: 90/2500, score: 95, e: 0.9, reward: -289.0419998359275, runningAvg: -1000
episode: 91/2500, score: 158, e: 0.9, reward: -114.88770811997401, runningAvg: -1000
episode: 92/2500, score: 68, e: 0.89, reward: -100.79385571427161, runningAvg: -1000
episode: 93/2500, score: 130, e: 0.89, reward: -170.10375599030368, runningAvg: -1000
episode: 94/2500, score: 85, e: 0.89, reward: -154.81492400604782, runningAvg: -1000
episode: 95/2500, score: 102, e: 0.89, reward: -149.63925958170717, runningAvg: -1000
episode: 96/2500, score: 104, e: 0.89, reward: -159.518983811576, runningAvg: -1000
episode: 97/2500, score: 80, e: 0.89, reward: -251.3184005451755, runningAvg: -1000
episode: 98/2500, score: 73, e: 0.89, reward: -146.398520368193, runningAvg: -1000
episode: 99/2500, score: 67, e: 0.89, reward: -76.80971850892942, runningAvg: -1000
episode: 100/2500, score: 88, e: 0.89, reward: -182.68908394861302, runningAvg: -1000
episode: 101/2500, score: 109, e: 0.89, reward: -142.4607583368562, runningAvg: -1000
episode: 102/2500, score: 125, e: 0.89, reward: -130.97539920956945, runningAvg: -1000
episode: 103/2500, score: 123, e: 0.89, reward: -205.2107247484892, runningAvg: -1000
episode: 104/2500, score: 121, e: 0.89, reward: -151.95083817915742, runningAvg: -1000
episode: 105/2500, score: 105, e: 0.89, reward: -140.31617464444474, runningAvg: -1000
episode: 106/2500, score: 149, e: 0.89, reward: -178.55224652779123, runningAvg: -1000
episode: 107/2500, score: 68, e: 0.89, reward: -139.64735568495277, runningAvg: -1000
episode: 108/2500, score: 151, e: 0.89, reward: -124.0254014255482, runningAvg: -1000
episode: 109/2500, score: 82, e: 0.88, reward: -175.73171516065855, runningAvg: -1000
episode: 110/2500, score: 110, e: 0.88, reward: -282.2203433859322, runningAvg: -1000
episode: 111/2500, score: 115, e: 0.88, reward: -187.02196993878232, runningAvg: -1000
episode: 112/2500, score: 85, e: 0.88, reward: -243.90768675360206, runningAvg: -1000
episode: 113/2500, score: 150, e: 0.88, reward: -114.22098577089136, runningAvg: -1000
episode: 114/2500, score: 154, e: 0.88, reward: -43.19945649569053, runningAvg: -1000
episode: 115/2500, score: 76, e: 0.88, reward: -165.33888749293413, runningAvg: -1000
episode: 116/2500, score: 110, e: 0.88, reward: -203.93328622182298, runningAvg: -1000
episode: 117/2500, score: 75, e: 0.88, reward: -131.43900965012307, runningAvg: -1000
episode: 118/2500, score: 64, e: 0.88, reward: -245.8520631105184, runningAvg: -1000
episode: 119/2500, score: 103, e: 0.88, reward: -130.67394450694653, runningAvg: -1000
episode: 120/2500, score: 102, e: 0.88, reward: -118.80803078450651, runningAvg: -1000
episode: 121/2500, score: 66, e: 0.88, reward: -104.10596930675626, runningAvg: -1000
episode: 122/2500, score: 80, e: 0.88, reward: -53.91176747072871, runningAvg: -1000
episode: 123/2500, score: 73, e: 0.88, reward: -133.64208073523446, runningAvg: -1000
episode: 124/2500, score: 110, e: 0.88, reward: -135.92941006740895, runningAvg: -1000
episode: 125/2500, score: 162, e: 0.87, reward: -157.58356902053768, runningAvg: -1000
episode: 126/2500, score: 73, e: 0.87, reward: -225.8267902109038, runningAvg: -1000
episode: 127/2500, score: 110, e: 0.87, reward: -219.86251804034472, runningAvg: -1000
episode: 128/2500, score: 83, e: 0.87, reward: -189.14521728942583, runningAvg: -1000
episode: 129/2500, score: 140, e: 0.87, reward: -89.41262131852272, runningAvg: -1000
episode: 130/2500, score: 117, e: 0.87, reward: -154.02638974192723, runningAvg: -1000
episode: 131/2500, score: 79, e: 0.87, reward: -158.62906858204326, runningAvg: -1000
episode: 132/2500, score: 87, e: 0.87, reward: -115.64610576191274, runningAvg: -1000
episode: 133/2500, score: 106, e: 0.87, reward: -304.2833038825221, runningAvg: -1000
episode: 134/2500, score: 83, e: 0.87, reward: -164.34332623560823, runningAvg: -1000
episode: 135/2500, score: 101, e: 0.87, reward: -281.03327434141306, runningAvg: -1000
episode: 136/2500, score: 131, e: 0.87, reward: -313.317891744308, runningAvg: -1000
episode: 137/2500, score: 105, e: 0.87, reward: -171.36226607050918, runningAvg: -1000
episode: 138/2500, score: 102, e: 0.87, reward: -195.41969334219593, runningAvg: -1000
episode: 139/2500, score: 114, e: 0.87, reward: -247.33077359462712, runningAvg: -1000
episode: 140/2500, score: 141, e: 0.87, reward: -75.16106610969427, runningAvg: -1000
episode: 141/2500, score: 143, e: 0.87, reward: -132.8405688190199, runningAvg: -1000
episode: 142/2500, score: 100, e: 0.86, reward: -158.05166980388114, runningAvg: -1000
episode: 143/2500, score: 102, e: 0.86, reward: -135.48901350704043, runningAvg: -1000
episode: 144/2500, score: 89, e: 0.86, reward: -285.383050993184, runningAvg: -1000
episode: 145/2500, score: 85, e: 0.86, reward: -350.0506924767251, runningAvg: -1000
episode: 146/2500, score: 132, e: 0.86, reward: -212.7817880286148, runningAvg: -1000
episode: 147/2500, score: 89, e: 0.86, reward: -309.0323759836195, runningAvg: -1000
episode: 148/2500, score: 77, e: 0.86, reward: -103.93431820302752, runningAvg: -1000
episode: 149/2500, score: 108, e: 0.86, reward: -188.86073466141158, runningAvg: -1000
episode: 150/2500, score: 106, e: 0.86, reward: -207.48395484764922, runningAvg: -1000
episode: 151/2500, score: 83, e: 0.86, reward: -140.6158088822954, runningAvg: -196.73574418546002
episode: 152/2500, score: 144, e: 0.86, reward: -106.61027828318308, runningAvg: -195.9001047449903
episode: 153/2500, score: 103, e: 0.86, reward: -159.166360976657, runningAvg: -194.5770787016521
episode: 154/2500, score: 72, e: 0.86, reward: -142.48991796186206, runningAvg: -192.29531007554127
episode: 155/2500, score: 119, e: 0.86, reward: -266.880317823227, runningAvg: -191.7542100585163
episode: 156/2500, score: 97, e: 0.86, reward: -145.63362906061366, runningAvg: -191.99211467823815
episode: 157/2500, score: 66, e: 0.86, reward: -140.0469352979183, runningAvg: -190.21395305240168
episode: 158/2500, score: 133, e: 0.86, reward: -183.82549539793956, runningAvg: -190.59619049024144
episode: 159/2500, score: 76, e: 0.85, reward: -187.70165975961183, runningAvg: -190.82530789283365
episode: 160/2500, score: 94, e: 0.85, reward: -189.9835613259973, runningAvg: -190.94090465210078
episode: 161/2500, score: 127, e: 0.85, reward: -209.18201311928672, runningAvg: -189.89053833865253
episode: 162/2500, score: 96, e: 0.85, reward: -307.2185823084655, runningAvg: -191.08553959681456
episode: 163/2500, score: 89, e: 0.85, reward: -144.52358902112655, runningAvg: -190.454527897768
episode: 164/2500, score: 79, e: 0.85, reward: -154.45091696128452, runningAvg: -189.07313814174557
episode: 165/2500, score: 105, e: 0.85, reward: -94.16851312275305, runningAvg: -188.86903470782835
episode: 166/2500, score: 132, e: 0.85, reward: -175.17554848812804, runningAvg: -189.34538206530573
episode: 167/2500, score: 137, e: 0.85, reward: -90.26477122319852, runningAvg: -188.63768319655964
episode: 168/2500, score: 112, e: 0.85, reward: -101.91238093094263, runningAvg: -187.83824038700416
episode: 169/2500, score: 77, e: 0.85, reward: -175.84361589280786, runningAvg: -188.78710427253702
episode: 170/2500, score: 145, e: 0.85, reward: -253.03714675134862, runningAvg: -188.18047643793045
episode: 171/2500, score: 83, e: 0.85, reward: -108.5239253267288, runningAvg: -186.7454432722993
episode: 172/2500, score: 125, e: 0.85, reward: -194.80282278489435, runningAvg: -187.49633333614912
episode: 173/2500, score: 136, e: 0.85, reward: -230.57250147073003, runningAvg: -187.95934471194803
episode: 174/2500, score: 116, e: 0.85, reward: -206.33977904732754, runningAvg: -187.02069709620264
episode: 175/2500, score: 116, e: 0.84, reward: -111.01310052232847, runningAvg: -187.14614886377112
episode: 176/2500, score: 145, e: 0.84, reward: -190.21836144440698, runningAvg: -187.14899359836022
episode: 177/2500, score: 82, e: 0.84, reward: -23.17481857341204, runningAvg: -186.3372453122801
episode: 178/2500, score: 168, e: 0.84, reward: -164.07812108787272, runningAvg: -186.38856401174954
episode: 179/2500, score: 83, e: 0.84, reward: -148.76603154322586, runningAvg: -185.3329976416358
episode: 180/2500, score: 97, e: 0.84, reward: -199.89148242134715, runningAvg: -183.6391105925749
episode: 181/2500, score: 103, e: 0.84, reward: -134.05493405254447, runningAvg: -182.99325707636538
episode: 182/2500, score: 137, e: 0.84, reward: -199.7346958490087, runningAvg: -182.37616001167711
episode: 183/2500, score: 93, e: 0.84, reward: -128.7603453991894, runningAvg: -181.7241083957138
episode: 184/2500, score: 79, e: 0.84, reward: -159.9504775574531, runningAvg: -181.30806431715828
episode: 185/2500, score: 159, e: 0.84, reward: -97.62955379960766, runningAvg: -180.84115956115963
episode: 186/2500, score: 115, e: 0.84, reward: -189.3861692560575, runningAvg: -181.05727880516434
episode: 187/2500, score: 121, e: 0.84, reward: -337.18714415769534, runningAvg: -182.2279725778968
episode: 188/2500, score: 90, e: 0.84, reward: -60.9302946016622, runningAvg: -180.5925722005282
episode: 189/2500, score: 108, e: 0.84, reward: -182.19930571381656, runningAvg: -180.81296938991255
episode: 190/2500, score: 91, e: 0.84, reward: -154.80761102138786, runningAvg: -180.87715279057855
episode: 191/2500, score: 127, e: 0.84, reward: -80.12624085949818, runningAvg: -180.59649497808672
episode: 192/2500, score: 133, e: 0.83, reward: -183.7324254915727, runningAvg: -181.0468036043767
episode: 193/2500, score: 121, e: 0.83, reward: -152.8500719312794, runningAvg: -180.938751161967
episode: 194/2500, score: 90, e: 0.83, reward: -339.8073641547072, runningAvg: -181.75370036442126
episode: 195/2500, score: 157, e: 0.83, reward: -186.93242442344052, runningAvg: -181.52597414153067
episode: 196/2500, score: 74, e: 0.83, reward: -183.6889347855328, runningAvg: -181.7242319463409
episode: 197/2500, score: 95, e: 0.83, reward: -223.35934974469558, runningAvg: -182.08003140575195
episode: 198/2500, score: 165, e: 0.83, reward: -69.21572090159584, runningAvg: -180.13448218635108
episode: 199/2500, score: 83, e: 0.83, reward: -115.4092428027183, runningAvg: -179.5456249852009
episode: 200/2500, score: 115, e: 0.83, reward: -255.7430524720562, runningAvg: -180.2986362731182
episode: 201/2500, score: 139, e: 0.83, reward: -203.9820804046281, runningAvg: -180.19752338411365
episode: 202/2500, score: 126, e: 0.83, reward: -124.74916639788424, runningAvg: -179.94606601723643
episode: 203/2500, score: 93, e: 0.83, reward: -135.12437191701648, runningAvg: -180.03804335606327
episode: 204/2500, score: 100, e: 0.83, reward: -143.70789187465545, runningAvg: -179.00995061986092
episode: 205/2500, score: 82, e: 0.83, reward: -160.04972151168653, runningAvg: -179.1133966497258
episode: 206/2500, score: 72, e: 0.83, reward: -121.60417980045489, runningAvg: -178.3272472819325
episode: 207/2500, score: 149, e: 0.83, reward: -189.7393958852757, runningAvg: -177.77624061009368
episode: 208/2500, score: 94, e: 0.83, reward: -74.43814080822453, runningAvg: -175.52917045358242
episode: 209/2500, score: 73, e: 0.82, reward: -215.59111709555677, runningAvg: -175.3704601293502
episode: 210/2500, score: 116, e: 0.82, reward: -140.0770932294521, runningAvg: -175.33507620431874
episode: 211/2500, score: 103, e: 0.82, reward: -180.75975483985528, runningAvg: -175.41139692834204
episode: 212/2500, score: 151, e: 0.82, reward: -257.2462474060442, runningAvg: -175.64712647037373
episode: 213/2500, score: 78, e: 0.82, reward: -179.5495116134735, runningAvg: -175.56088494633778
episode: 214/2500, score: 75, e: 0.82, reward: -123.25815483800238, runningAvg: -175.1351486952529
episode: 215/2500, score: 112, e: 0.82, reward: -239.32846649608197, runningAvg: -175.98564064217484
episode: 216/2500, score: 82, e: 0.82, reward: -326.51576026050003, runningAvg: -176.52220318791063
episode: 217/2500, score: 168, e: 0.82, reward: -129.6856251195182, runningAvg: -175.66084486340614
episode: 218/2500, score: 80, e: 0.82, reward: -198.9452347735572, runningAvg: -174.72255409517135
episode: 219/2500, score: 143, e: 0.82, reward: -140.56550803376723, runningAvg: -173.70899353705096
episode: 220/2500, score: 94, e: 0.82, reward: -149.44527072295614, runningAvg: -172.71363581000352
episode: 221/2500, score: 72, e: 0.82, reward: -176.3346185489209, runningAvg: -173.13764658311655
episode: 222/2500, score: 118, e: 0.82, reward: -133.92175554835995, runningAvg: -171.8039868296034
episode: 223/2500, score: 157, e: 0.82, reward: -106.74208703498391, runningAvg: -171.91075853247693
episode: 224/2500, score: 112, e: 0.82, reward: -124.18689752150485, runningAvg: -171.0749393753177
episode: 225/2500, score: 160, e: 0.81, reward: -140.9197587180185, runningAvg: -171.03659542331363
episode: 226/2500, score: 66, e: 0.81, reward: -227.6906210928197, runningAvg: -171.23286732540126
episode: 227/2500, score: 77, e: 0.81, reward: -91.07647389166232, runningAvg: -170.81167055558936
episode: 228/2500, score: 101, e: 0.81, reward: -133.1697082775155, runningAvg: -170.5391922104621
episode: 229/2500, score: 161, e: 0.81, reward: -115.37469999228932, runningAvg: -170.67615656282427
episode: 230/2500, score: 73, e: 0.81, reward: -155.39493014442274, runningAvg: -170.6210287457833
episode: 231/2500, score: 79, e: 0.81, reward: -165.84511026709794, runningAvg: -170.45252970457472
episode: 232/2500, score: 83, e: 0.81, reward: -108.41185266458218, runningAvg: -169.9657742637839
episode: 233/2500, score: 124, e: 0.81, reward: -114.40861478622158, runningAvg: -169.7868833418509
episode: 234/2500, score: 96, e: 0.81, reward: -190.6543055955703, runningAvg: -169.26916749025315
episode: 235/2500, score: 124, e: 0.81, reward: -154.15336699643976, runningAvg: -169.01764329921383
episode: 236/2500, score: 87, e: 0.81, reward: -128.37929600772515, runningAvg: -168.51127055655152
episode: 237/2500, score: 76, e: 0.81, reward: -131.7415529365757, runningAvg: -168.3502859166126
episode: 238/2500, score: 89, e: 0.81, reward: -229.68965611801457, runningAvg: -168.9045581851897
episode: 239/2500, score: 99, e: 0.81, reward: -150.53001892149706, runningAvg: -168.1332608168666
episode: 240/2500, score: 116, e: 0.81, reward: -197.51118640868737, runningAvg: -167.52305539401831
episode: 241/2500, score: 104, e: 0.81, reward: -151.1009115220474, runningAvg: -167.76447675003217
episode: 242/2500, score: 86, e: 0.8, reward: -65.60484340762463, runningAvg: -167.52988333465453
episode: 243/2500, score: 134, e: 0.8, reward: -240.48232548775562, runningAvg: -167.99907379797085
episode: 244/2500, score: 85, e: 0.8, reward: -227.3589930471701, runningAvg: -168.48270092491168
episode: 245/2500, score: 125, e: 0.8, reward: -108.06896513094284, runningAvg: -168.20556562857325
episode: 246/2500, score: 137, e: 0.8, reward: -111.71849940412417, runningAvg: -167.88689573252356
episode: 247/2500, score: 89, e: 0.8, reward: -133.23268484672252, runningAvg: -167.09965762786723
episode: 248/2500, score: 128, e: 0.8, reward: -146.96257720676692, runningAvg: -167.10341800679106
episode: 249/2500, score: 94, e: 0.8, reward: -184.27208975474554, runningAvg: -167.81983381509647
episode: 250/2500, score: 124, e: 0.8, reward: -142.76360303484404, runningAvg: -167.55366394233803
episode: 251/2500, score: 91, e: 0.8, reward: -143.6591781341814, runningAvg: -167.56165340765352
episode: 252/2500, score: 93, e: 0.8, reward: -203.05411532698125, runningAvg: -168.04217818176957
episode: 253/2500, score: 125, e: 0.8, reward: -149.8904115164412, runningAvg: -167.67337609355593
episode: 254/2500, score: 110, e: 0.8, reward: -150.1896889618163, runningAvg: -167.66163509877364
episode: 255/2500, score: 102, e: 0.8, reward: -181.4753582497387, runningAvg: -167.93602965614227
episode: 256/2500, score: 125, e: 0.8, reward: -172.7790311308434, runningAvg: -167.89754155349598
episode: 257/2500, score: 154, e: 0.8, reward: -148.84727375930228, runningAvg: -167.95887434065833
episode: 258/2500, score: 85, e: 0.8, reward: -176.2914825780902, runningAvg: -168.30731488167527
episode: 259/2500, score: 124, e: 0.79, reward: -140.38531479743602, runningAvg: -168.0716722125871
episode: 260/2500, score: 136, e: 0.79, reward: -107.07260712058884, runningAvg: -166.90402063748485
episode: 261/2500, score: 149, e: 0.79, reward: -145.41793297458506, runningAvg: -166.62666039105687
episode: 262/2500, score: 67, e: 0.79, reward: -136.0286613902423, runningAvg: -165.90746688863445
episode: 263/2500, score: 150, e: 0.79, reward: -266.1440937603352, runningAvg: -166.9202876085641
episode: 264/2500, score: 95, e: 0.79, reward: -166.6259433145841, runningAvg: -167.74313085402338
episode: 265/2500, score: 95, e: 0.79, reward: -147.91486454670707, runningAvg: -167.62697070104852
episode: 266/2500, score: 116, e: 0.79, reward: -134.96893428629943, runningAvg: -167.1672083548117
episode: 267/2500, score: 76, e: 0.79, reward: -204.81753226123607, runningAvg: -167.65639850555246
episode: 268/2500, score: 127, e: 0.79, reward: -206.24266023438088, runningAvg: -167.39233581971155
episode: 269/2500, score: 82, e: 0.79, reward: -119.25510387465107, runningAvg: -167.31621021549623
episode: 270/2500, score: 180, e: 0.79, reward: -143.5129408334464, runningAvg: -167.4809096158225
episode: 271/2500, score: 142, e: 0.79, reward: -60.16931902592556, runningAvg: -167.1879986139503
episode: 272/2500, score: 106, e: 0.79, reward: -158.94171937256903, runningAvg: -167.88819829329586
episode: 273/2500, score: 89, e: 0.79, reward: -103.7941158781875, runningAvg: -167.68921186091555
episode: 274/2500, score: 108, e: 0.79, reward: -161.7790338761357, runningAvg: -167.8615426863071
episode: 275/2500, score: 78, e: 0.78, reward: -315.2134224501254, runningAvg: -168.91240837583766
episode: 276/2500, score: 150, e: 0.78, reward: -174.20472531037203, runningAvg: -168.5682612765008
episode: 277/2500, score: 150, e: 0.78, reward: -97.61574126519119, runningAvg: -167.75328276466647
episode: 278/2500, score: 136, e: 0.78, reward: -166.3472681248164, runningAvg: -167.6012964369024
